StudyID,ES_ID,prg_out,Cn_aid_prg_typ,typ_out,Cn_aid_EGM_typ,Co02_macro.1,Cn_Assign_anl_re,g_yi_f,g_vi,z_pofo_int_eSS,z_pofo_co_eSS
2413,327592,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.0729429868370653,0.0432726448859591,1073,1066
2413,327593,07 Student performance-based financial incentives_C00 College academic achievement,07 Student performance-based financial incentives,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RCT ITT,0.0249586477989708,0.0432474008193123,1073,1066
2413,327594,07 Student performance-based financial incentives_C00 College academic achievement,07 Student performance-based financial incentives,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RCT ITT,0.0693577919110114,0.0432698993441882,1073,1066
2413,327595,07 Student performance-based financial incentives_C00 College academic achievement,07 Student performance-based financial incentives,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RCT ITT,-0.00216047609965635,0.0432441381097782,1073,1066
2413,327596,07 Student performance-based financial incentives_C00 College academic achievement,07 Student performance-based financial incentives,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RCT ITT,-0.0172558837332559,0.0432457664777769,1073,1066
2413,327597,07 Student performance-based financial incentives_C00 College academic achievement,07 Student performance-based financial incentives,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RCT ITT,-0.00216047609965635,0.0432441381097782,1073,1066
2413,327599,07 Student performance-based financial incentives_C00 College academic achievement,07 Student performance-based financial incentives,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RCT ITT,0.00282540714899959,0.0432441414735807,1073,1066
2413,327600,07 Student performance-based financial incentives_D01 Persistence,07 Student performance-based financial incentives,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,0.085914741340717,0.0432837370954749,1073,1066
2413,327601,07 Student performance-based financial incentives_B00 Enrollment,07 Student performance-based financial incentives,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RCT ITT,0.108946849534267,0.0433079010351606,1073,1066
2413,327602,07 Student performance-based financial incentives_D01 Persistence,07 Student performance-based financial incentives,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,0.286374478641021,0.0436843329645983,1073,1066
2413,327603,07 Student performance-based financial incentives_D01 Persistence,07 Student performance-based financial incentives,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,0.0194538720959112,0.0432460954398004,1073,1066
2413,327604,07 Student performance-based financial incentives_D01 Persistence,07 Student performance-based financial incentives,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,-0.00216047609965635,0.0432441381097782,1073,1066
2413,327605,07 Student performance-based financial incentives_D01 Persistence,07 Student performance-based financial incentives,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,0.238434788211669,0.0435496374598376,1073,1066
2413,327606,07 Student performance-based financial incentives_D01 Persistence,07 Student performance-based financial incentives,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,0.0542133231084977,0.043259832520967,1073,1066
2413,327607,07 Student performance-based financial incentives_D01 Persistence,07 Student performance-based financial incentives,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,0.129262505864529,0.0433339544886624,1073,1066
2413,327608,07 Student performance-based financial incentives_B00 Enrollment,07 Student performance-based financial incentives,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RCT ITT,-0.00216047609965635,0.0432441381097782,1073,1066
2413,327609,07 Student performance-based financial incentives_D01 Persistence,07 Student performance-based financial incentives,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,-0.202464192168531,0.0434657089608864,1073,1066
2413,327610,07 Student performance-based financial incentives_D01 Persistence,07 Student performance-based financial incentives,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,-0.1362721359324,0.0433447670958092,1073,1066
2413,327611,07 Student performance-based financial incentives_D01 Persistence,07 Student performance-based financial incentives,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,-0.0782194867396852,0.0432773942619113,1073,1066
2413,327612,07 Student performance-based financial incentives_D01 Persistence,07 Student performance-based financial incentives,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,-0.244602223089176,0.0435670247766631,1073,1066
2413,327613,07 Student performance-based financial incentives_D01 Persistence,07 Student performance-based financial incentives,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,-0.0329942158938703,0.0432500869649159,1073,1066
2413,327614,07 Student performance-based financial incentives_D01 Persistence,07 Student performance-based financial incentives,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,-0.126728871147996,0.0433312015934095,1073,1066
9989,327620,09 State aid_D01 Persistence,09 State aid,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,0.727243671617831,0.64,4506,14269
9989,327621,09 State aid_E00 Degree completion,09 State aid,01 Need-based only_E00 Degree completion,01 Need-based only,E00 Degree completion,RCT ITT,0.303003617648288,0.64,2045,6474
9989,327622,09 State aid_E00 Degree completion,09 State aid,01 Need-based only_E00 Degree completion,01 Need-based only,E00 Degree completion,RCT ITT,-0.181810032799799,0.36,4017,12719
9989,327623,09 State aid_D01 Persistence,09 State aid,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RCT ITT,6.06033442666023e-4,0.49,4017,12719
76,327624,07 Student performance-based financial incentives_B00 Enrollment,07 Student performance-based financial incentives,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RCT ITT,3.66366106469951e-4,0.0632176834547299,376,748
76,327625,07 Student performance-based financial incentives_B00 Enrollment,07 Student performance-based financial incentives,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RCT ITT,0.235897434351273,0.063509370711089,378,748
76,327626,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,-0.08027895885909,0.0632586342570194,376,748
76,327627,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,-0.0799874036277744,0.0631469261638234,378,748
76,327628,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.0309025378608313,0.0632260617316696,376,748
76,327629,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.169379219166209,0.0633169972762689,378,748
76,327630,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.12668066822139,0.0633373598741949,376,748
76,327631,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.12737944717988,0.0632272479808984,378,748
76,327632,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.0876161310777125,0.0631650200614689,378,748
76,327633,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.0886663175084317,0.0632777741921005,376,748
76,327634,07 Student performance-based financial incentives_B00 Enrollment,07 Student performance-based financial incentives,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RCT ITT,0.137874037170588,0.0633587615347639,376,748
76,327635,07 Student performance-based financial incentives_B00 Enrollment,07 Student performance-based financial incentives,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RCT ITT,0.0757433196608956,0.0632621340996972,376,748
76,327636,07 Student performance-based financial incentives_B00 Enrollment,07 Student performance-based financial incentives,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RCT ITT,0.110887321090396,0.063310145554071,376,748
76,327637,07 Student performance-based financial incentives_B00 Enrollment,07 Student performance-based financial incentives,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RCT ITT,0.113406176981165,0.0633142517854494,376,748
8157,327640,02 Institutional aid_D01 Persistence,02 Institutional aid,Both Need and Merit-Based_D01 Persistence,Both Need and Merit-Based,D01 Persistence,01 NonRandom QED TOT,0.262334531930032,0.056644,795,630
8157,327641,02 Institutional aid_C00 College academic achievement,02 Institutional aid,Both Need and Merit-Based_C00 College academic achievement,Both Need and Merit-Based,C00 College academic achievement,01 NonRandom QED TOT,-0.0315683523858947,0.0023675254716196,795,630
8683,327647,05 Federal targeted aid_B00 Enrollment,05 Federal targeted aid,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,01 NonRandom QED TOT,0.727077276391977,0.01,1831,962
8683,327648,05 Federal targeted aid_F00 Labor market,05 Federal targeted aid,01 Need-based only_F00 Labor market,01 Need-based only,F00 Labor market,01 NonRandom QED TOT,0.751381072094721,0.0169,2757,1449
71,327667,06 National scholarship_D00 Credit accumulation,06 National scholarship,Both Need and Merit-Based_D00 Credit accumulation,Both Need and Merit-Based,D00 Credit accumulation,RDD ITT,0.0220595407161978,0.00117652907379777,1330,1996
71,327668,06 National scholarship_D00 Credit accumulation,06 National scholarship,Both Need and Merit-Based_D00 Credit accumulation,Both Need and Merit-Based,D00 Credit accumulation,RDD ITT,0.156757287937193,0.00114005775887037,1330,1996
71,327669,06 National scholarship_D00 Credit accumulation,06 National scholarship,Both Need and Merit-Based_D00 Credit accumulation,Both Need and Merit-Based,D00 Credit accumulation,RDD ITT,0.176569521770922,0.00113228036336023,1330,1996
71,327670,06 National scholarship_D00 Credit accumulation,06 National scholarship,Both Need and Merit-Based_D00 Credit accumulation,Both Need and Merit-Based,D00 Credit accumulation,RDD ITT,0.106881453174229,0.00108921864329593,1330,1996
71,327671,06 National scholarship_C00 College academic achievement,06 National scholarship,Both Need and Merit-Based_C00 College academic achievement,Both Need and Merit-Based,C00 College academic achievement,RDD ITT,0.0367726534252872,0.00107642866452215,1330,1996
71,327672,06 National scholarship_C00 College academic achievement,06 National scholarship,Both Need and Merit-Based_C00 College academic achievement,Both Need and Merit-Based,C00 College academic achievement,RDD ITT,0.0496956144861738,0.00105153901392955,1330,1996
71,327673,06 National scholarship_C00 College academic achievement,06 National scholarship,Both Need and Merit-Based_C00 College academic achievement,Both Need and Merit-Based,C00 College academic achievement,RDD ITT,0.0759183204459993,0.00107082741946639,1330,1996
71,327674,06 National scholarship_C00 College academic achievement,06 National scholarship,Both Need and Merit-Based_C00 College academic achievement,Both Need and Merit-Based,C00 College academic achievement,RDD ITT,0.0759183204459993,0.00102071010092894,1663,1663
34,327678,02 Institutional aid_E00 Degree completion,02 Institutional aid,01 Need-based only_E00 Degree completion,01 Need-based only,E00 Degree completion,RDD ITT,0.0133244896455155,0.002704,566,567
34,327679,02 Institutional aid_D00 Credit accumulation,02 Institutional aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RDD ITT,0.0116427805500463,0.00353051270361115,566,567
34,327680,02 Institutional aid_D00 Credit accumulation,02 Institutional aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RDD ITT,-0.00560171517030529,0.00353046673047519,566,567
34,327681,02 Institutional aid_D00 Credit accumulation,02 Institutional aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RDD ITT,-0.0567273691621451,0.00353187300373168,566,567
34,327682,02 Institutional aid_C00 College academic achievement,02 Institutional aid,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RDD ITT,0.0178947942152766,0.00353059419933977,566,567
34,327683,02 Institutional aid_C00 College academic achievement,02 Institutional aid,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RDD ITT,0.020489653939835,0.00353063815444064,566,567
34,327685,02 Institutional aid_C00 College academic achievement,02 Institutional aid,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RDD ITT,0.0359614334454246,0.00353102359079407,566,567
34,327686,02 Institutional aid_D01 Persistence,02 Institutional aid,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RDD ITT,0.00302829310125346,3.61e-4,566,567
34,327687,02 Institutional aid_D01 Persistence,02 Institutional aid,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RDD ITT,0.00181697586075215,7.29e-4,566,567
34,327688,02 Institutional aid_D01 Persistence,02 Institutional aid,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RDD ITT,0.00908487930376055,0.001024,566,567
34,327692,02 Institutional aid_E00 Degree completion,02 Institutional aid,01 Need-based only_E00 Degree completion,01 Need-based only,E00 Degree completion,RDD ITT,0.0284732109326962,0.001369,919,919
34,327693,02 Institutional aid_D00 Credit accumulation,02 Institutional aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RDD ITT,0.0393778449069202,8.41e-4,919,919
34,327694,02 Institutional aid_D00 Credit accumulation,02 Institutional aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RDD ITT,0.0393778449069202,0.001444,919,919
34,327695,02 Institutional aid_D00 Credit accumulation,02 Institutional aid,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RDD ITT,0.0290790239312642,0.001521,919,919
34,327696,02 Institutional aid_C00 College academic achievement,02 Institutional aid,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RDD ITT,0.029914573907633,0.00217652200264746,919,919
34,327697,02 Institutional aid_C00 College academic achievement,02 Institutional aid,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RDD ITT,0.0377715487604319,0.00217666667298579,919,919
34,327698,02 Institutional aid_C00 College academic achievement,02 Institutional aid,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RDD ITT,0.0416026499297907,0.0021767493962136,919,919
34,327699,02 Institutional aid_D01 Persistence,02 Institutional aid,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RDD ITT,-0.00908719497852006,2.89e-4,919,919
34,327700,02 Institutional aid_D01 Persistence,02 Institutional aid,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RDD ITT,-0.0133278859684961,7.29e-4,919,919
34,327701,02 Institutional aid_D01 Persistence,02 Institutional aid,01 Need-based only_D01 Persistence,01 Need-based only,D01 Persistence,RDD ITT,-0.0139336989670641,6.25e-4,919,919
8157,327702,02 Institutional aid_C00 College academic achievement,02 Institutional aid,Both Need and Merit-Based_C00 College academic achievement,Both Need and Merit-Based,C00 College academic achievement,01 NonRandom QED TOT,-0.027389671703001,0.00236174870069864,795,630
83,327721,09 State aid_E00 Degree completion,09 State aid,Merit-based only_E00 Degree completion,Merit-based only,E00 Degree completion,RDD ITT,0.0115141444471241,7.84e-4,4289,4289
83,327722,09 State aid_E00 Degree completion,09 State aid,Merit-based only_E00 Degree completion,Merit-based only,E00 Degree completion,RDD ITT,0.0242403040992086,7.84e-4,4289,4289
83,327723,09 State aid_D00 Credit accumulation,09 State aid,Merit-based only_D00 Credit accumulation,Merit-based only,D00 Credit accumulation,RDD ITT,0.0394727916081458,4.6699884500285e-4,4283,4284
83,327724,09 State aid_C00 College academic achievement,09 State aid,Merit-based only_C00 College academic achievement,Merit-based only,C00 College academic achievement,RDD ITT,0.0545406780965321,7.29e-4,4283,4284
66,327726,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.193962315247384,0.0428026714162051,1359,926
66,327727,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.351389500308679,0.0432379906546837,1359,926
66,327728,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.0758650532866044,0.0426404859708548,1359,926
66,327729,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.0264566774959791,0.0426149666531651,1359,926
66,327730,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,-0.00171313309147358,0.0426116338733335,1359,926
66,327731,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,-0.00681383953529216,0.0426119018386416,1359,926
66,327732,07 Student performance-based financial incentives_B00 Enrollment,07 Student performance-based financial incentives,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RCT ITT,0.276947754787624,0.0430012683717542,1359,926
66,327733,07 Student performance-based financial incentives_B00 Enrollment,07 Student performance-based financial incentives,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RCT ITT,0.0541782650466303,0.0426262006103885,1359,926
66,327734,07 Student performance-based financial incentives_B00 Enrollment,07 Student performance-based financial incentives,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RCT ITT,7.76818855168318e-4,0.0426116001202451,1359,926
66,327735,07 Student performance-based financial incentives_B00 Enrollment,07 Student performance-based financial incentives,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RCT ITT,0.00474814037435621,0.0426116780537841,1359,926
66,327736,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.0350119533040202,0.0426175920227545,1359,926
5268,327738,05 Federal targeted aid_C00 College academic achievement,05 Federal targeted aid,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,01 NonRandom QED TOT,0.73668397877419,0.0168793835898415,112,157
76,327742,07 Student performance-based financial incentives_C00 College academic achievement,07 Student performance-based financial incentives,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RCT ITT,0.171563040675726,0.0634337354899371,376,748
76,327743,07 Student performance-based financial incentives_C00 College academic achievement,07 Student performance-based financial incentives,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RCT ITT,0.0857374378402955,0.063162628466426,378,748
8076,327750,07 Student performance-based financial incentives_B00 Enrollment,07 Student performance-based financial incentives,Merit-based only_B00 Enrollment,Merit-based only,B00 Enrollment,RCT ITT,0.783589235224946,0.0904988120410455,415,209
8076,327751,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,Merit-based only_D00 Credit accumulation,Merit-based only,D00 Credit accumulation,RCT ITT,0.0999593722486521,0.00720233386041002,415,209
8076,327752,07 Student performance-based financial incentives_B00 Enrollment,07 Student performance-based financial incentives,Merit-based only_B00 Enrollment,Merit-based only,B00 Enrollment,RCT ITT,0.163110487309306,0.0592145147130573,829,439
8076,327753,07 Student performance-based financial incentives_B00 Enrollment,07 Student performance-based financial incentives,Merit-based only_B00 Enrollment,Merit-based only,B00 Enrollment,RCT ITT,0.240249316863449,0.0594261275325388,829,439
8076,327754,07 Student performance-based financial incentives_B00 Enrollment,07 Student performance-based financial incentives,Merit-based only_B00 Enrollment,Merit-based only,B00 Enrollment,RCT ITT,0.225252772346484,0.0876295585327868,390,199
8076,327755,07 Student performance-based financial incentives_B00 Enrollment,07 Student performance-based financial incentives,Merit-based only_B00 Enrollment,Merit-based only,B00 Enrollment,RCT ITT,0.163597699677866,0.0873914136571244,390,199
8076,327756,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,Merit-based only_D00 Credit accumulation,Merit-based only,D00 Credit accumulation,RCT ITT,0.0561323156011605,0.00348541938918451,829,439
8076,327757,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,Merit-based only_D00 Credit accumulation,Merit-based only,D00 Credit accumulation,RCT ITT,0.112264631202321,0.00348914671984865,829,439
8076,327758,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,Merit-based only_D00 Credit accumulation,Merit-based only,D00 Credit accumulation,RCT ITT,0.0720153240168558,0.00759363074478423,390,199
8076,327759,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,Merit-based only_D00 Credit accumulation,Merit-based only,D00 Credit accumulation,RCT ITT,0.0205758068619588,0.00758958758428743,390,199
90,327762,07 Student performance-based financial incentives_B00 Enrollment,07 Student performance-based financial incentives,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RCT ITT,-0.0760773318839482,0.0631537141448544,674,401
90,327763,07 Student performance-based financial incentives_B00 Enrollment,07 Student performance-based financial incentives,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RCT ITT,0.0508052821168117,0.00869929250554303,674,401
90,327764,07 Student performance-based financial incentives_B00 Enrollment,07 Student performance-based financial incentives,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RCT ITT,0.0576580582628907,0.00603227818754692,674,401
90,327765,07 Student performance-based financial incentives_B00 Enrollment,07 Student performance-based financial incentives,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RCT ITT,-0.246417751626363,0.0636549111560192,674,401
90,327766,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.886109198187508,0.00273160722735522,674,401
90,327767,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.91994297330692,0.00276002841945953,674,401
90,327768,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.28875785939267,0.00240518471119175,674,401
90,327769,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.140790929139246,0.00237562237833912,674,401
76,327781,07 Student performance-based financial incentives_B00 Enrollment,07 Student performance-based financial incentives,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RCT ITT,0.122986214852841,0.0632192843299624,378,748
76,327782,07 Student performance-based financial incentives_B00 Enrollment,07 Student performance-based financial incentives,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RCT ITT,0.0899172579017123,0.063168016908657,378,748
76,327783,07 Student performance-based financial incentives_B00 Enrollment,07 Student performance-based financial incentives,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RCT ITT,0.0131727978110902,0.0631082049091696,378,748
76,327784,07 Student performance-based financial incentives_B00 Enrollment,07 Student performance-based financial incentives,01 Need-based only_B00 Enrollment,01 Need-based only,B00 Enrollment,RCT ITT,0.030902537860831,0.063114666862455,378,748
76,327805,07 Student performance-based financial incentives_C00 College academic achievement,07 Student performance-based financial incentives,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RCT ITT,0.0681883106024708,0.0632540768704554,376,748
76,327806,07 Student performance-based financial incentives_C00 College academic achievement,07 Student performance-based financial incentives,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RCT ITT,0.078195317541691,0.0631535259556083,378,748
76,327807,07 Student performance-based financial incentives_C00 College academic achievement,07 Student performance-based financial incentives,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RCT ITT,0.0747346513370974,0.0631496166192167,378,748
76,327808,07 Student performance-based financial incentives_C00 College academic achievement,07 Student performance-based financial incentives,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RCT ITT,0.082022157850534,0.0632694402523543,376,748
76,327809,07 Student performance-based financial incentives_C00 College academic achievement,07 Student performance-based financial incentives,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RCT ITT,0.0309025378608313,0.0632260617316696,376,748
76,327810,07 Student performance-based financial incentives_C00 College academic achievement,07 Student performance-based financial incentives,01 Need-based only_C00 College academic achievement,01 Need-based only,C00 College academic achievement,RCT ITT,-0.0159570062506663,0.06310719207316,378,748
76,327811,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.11258646816574,0.0633129057418813,376,748
76,327812,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.0514649363591245,0.0631276991852404,378,748
76,327813,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.0883681737422481,0.0631659913019371,378,748
76,327814,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.0895315152901096,0.0632789050244539,376,748
76,327815,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.0518236342741051,0.0632393743514761,376,748
76,327816,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.0513567587174499,0.0631276150655419,378,748
76,327817,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.06973663729157,0.0631442674956015,378,748
76,327818,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,-0.0499330048250469,0.0632324908581872,376,748
76,327820,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,-0.0340383303249357,0.063112569737245,378,748
76,327821,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.0892080476191388,0.0632784810156645,376,748
76,327822,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,0.0309025378608313,0.0632260617316696,376,748
76,327823,07 Student performance-based financial incentives_D00 Credit accumulation,07 Student performance-based financial incentives,01 Need-based only_D00 Credit accumulation,01 Need-based only,D00 Credit accumulation,RCT ITT,-0.110853870646155,0.0631866595106721,378,748
113,327828,01 Promise program_B00 Enrollment,01 Promise program,Neither Need nor Merit-Based_B00 Enrollment,Neither Need nor Merit-Based,B00 Enrollment,01 NonRandom QED TOT,0.0133324887922358,1.69e-4,5252,6591
